Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
50,No,Travel_Rarely,Research & Development,8,2,Human Resources,3,Male,4,3,Human Resources,3,Married,11361,0,No,18,3,1,3,3,4,2,31,30,14,12
59,No,Travel_Rarely,Human Resources,6,4,Human Resources,1,Female,2,3,Laboratory Technician,1,Divorced,17369,6,No,19,3,1,2,17,0,2,33,32,1,15
41,No,Non-Travel,Research & Development,29,3,Life Sciences,1,Male,1,5,Sales Representative,1,Married,4041,4,No,15,3,3,1,28,5,2,18,18,12,17
32,Yes,Travel_Frequently,Research & Development,17,5,Other,2,Female,4,4,Sales Representative,4,Single,1105,6,No,21,3,1,1,34,4,2,37,36,5,5
49,No,Travel_Rarely,Research & Development,12,2,Other,1,Female,3,5,Sales Executive,1,Single,10078,8,No,13,3,4,3,37,5,2,15,15,6,6
49,Yes,Travel_Rarely,Research & Development,1,3,Human Resources,2,Female,4,1,Research Scientist,1,Married,19279,1,No,12,3,4,3,15,4,3,1,0,7,14
41,No,Travel_Rarely,Research & Development,3,4,Other,4,Female,4,1,Healthcare Representative,1,Married,7090,3,Yes,18,3,3,3,19,0,4,39,37,5,4
58,No,Travel_Rarely,Research & Development,14,4,Human Resources,4,Female,3,3,Research Director,3,Married,7082,3,No,11,3,2,0,23,4,3,16,13,7,15
29,No,Travel_Rarely,Sales,26,4,Technical Degree,1,Male,2,5,Manager,3,Married,18018,1,No,20,3,2,3,34,2,2,33,33,6,5
56,No,Non-Travel,Sales,8,4,Life Sciences,4,Female,3,1,Sales Representative,4,Divorced,2925,2,Yes,16,3,4,3,18,5,2,15,12,1,2
19,No,Travel_Rarely,Research & Development,11,5,Human Resources,3,Female,1,2,Laboratory Technician,1,Married,19440,7,No,12,3,4,3,3,0,3,37,34,13,11
20,No,Travel_Frequently,Research & Development,27,5,Other,3,Male,2,1,Manager,3,Single,7917,8,No,13,3,3,2,32,4,3,1,0,5,3
54,No,Travel_Rarely,Research & Development,14,2,Other,1,Female,4,5,Human Resources,3,Single,1552,5,Yes,18,3,2,1,1,2,4,1,0,8,2
34,No,Travel_Rarely,Research & Development,8,4,Marketing,1,Male,2,5,Laboratory Technician,4,Married,4911,9,No,11,3,2,1,12,2,3,25,21,11,15
19,No,Travel_Frequently,Sales,29,5,Marketing,2,Male,2,1,Manager,2,Married,4389,1,Yes,16,3,1,3,29,3,4,12,11,5,15
19,Yes,Travel_Rarely,Research & Development,3,3,Other,4,Male,1,5,Sales Representative,1,Married,14629,1,Yes,13,3,1,1,33,2,2,30,26,3,14
45,No,Travel_Rarely,Research & Development,7,5,Technical Degree,2,Female,2,5,Healthcare Representative,3,Divorced,3430,6,No,16,4,1,2,29,1,1,33,31,6,8
40,No,Travel_Rarely,Research & Development,28,5,Medical,2,Male,2,2,Research Director,4,Married,1458,7,No,13,3,3,1,23,0,1,38,35,2,1
54,No,Travel_Rarely,Research & Development,19,2,Human Resources,3,Male,2,3,Research Director,4,Divorced,14395,7,Yes,21,3,4,0,32,0,1,2,2,4,5
49,No,Travel_Rarely,Research & Development,4,5,Marketing,3,Male,4,5,Manager,4,Divorced,1207,5,No,21,3,3,2,9,0,1,7,7,0,13
50,No,Non-Travel,Research & Development,25,3,Human Resources,3,Female,2,4,Sales Representative,3,Single,1899,9,No,18,3,2,1,17,4,2,22,18,14,8
18,Yes,Travel_Frequently,Sales,16,4,Marketing,3,Female,3,3,Laboratory Technician,1,Divorced,12653,7,Yes,15,3,4,1,18,5,1,13,12,9,9
36,No,Travel_Rarely,Research & Development,13,1,Life Sciences,2,Male,2,3,Sales Representative,2,Married,17405,0,Yes,14,4,1,2,6,4,3,26,26,2,17
19,Yes,Travel_Frequently,Sales,20,2,Life Sciences,3,Female,1,4,Sales Representative,1,Married,9601,8,No,19,3,3,1,18,1,3,28,27,7,14
43,No,Travel_Rarely,Sales,19,3,Other,4,Male,2,1,Manufacturing Director,4,Married,1894,0,No,15,3,3,1,23,5,1,38,38,8,3
49,No,Travel_Rarely,Sales,5,2,Life Sciences,3,Male,2,2,Manufacturing Director,4,Divorced,1514,2,No,22,3,1,3,14,2,3,38,37,8,4
23,No,Travel_Rarely,Sales,23,4,Life Sciences,3,Male,4,5,Laboratory Technician,2,Divorced,5109,8,No,24,3,3,0,22,4,4,0,0,14,5
49,No,Travel_Rarely,Human Resources,5,5,Medical,3,Male,3,1,Sales Representative,1,Married,14258,4,No,14,4,1,2,3,5,2,16,13,9,14
21,Yes,Travel_Rarely,Sales,20,5,Technical Degree,1,Female,2,4,Healthcare Representative,4,Single,16313,8,Yes,18,3,2,3,37,2,1,29,27,1,1
28,No,Travel_Rarely,Sales,24,3,Other,4,Female,3,2,Laboratory Technician,4,Married,16349,8,No,18,4,4,1,3,5,1,12,12,3,15
34,No,Travel_Rarely,Research & Development,4,4,Medical,4,Male,1,2,Manager,1,Single,8179,5,No,18,3,2,2,4,2,2,20,16,4,4
55,No,Travel_Rarely,Research & Development,2,1,Other,2,Male,4,2,Manager,4,Married,11326,0,No,14,3,2,2,22,5,3,18,16,14,3
41,No,Non-Travel,Research & Development,26,1,Technical Degree,2,Female,3,4,Manager,1,Divorced,12787,9,Yes,23,3,1,0,39,4,2,18,15,2,0
22,Yes,Non-Travel,Research & Development,13,5,Other,3,Male,4,1,Research Scientist,4,Married,2560,6,Yes,11,3,3,0,36,4,2,24,21,12,7
51,No,Travel_Rarely,Research & Development,16,4,Human Resources,1,Male,2,5,Sales Representative,1,Single,14612,5,No,12,4,2,2,10,1,3,21,18,10,9
23,Yes,Travel_Rarely,Research & Development,22,4,Human Resources,2,Female,1,2,Sales Representative,2,Married,18650,8,No,14,3,2,0,10,3,2,30,26,0,14
39,No,Travel_Rarely,Sales,2,3,Human Resources,2,Female,4,2,Manufacturing Director,4,Married,5780,6,Yes,20,3,2,0,12,0,3,16,16,5,1
28,No,Travel_Frequently,Research & Development,19,1,Life Sciences,3,Male,2,1,Manager,2,Single,19311,3,No,12,3,3,1,13,4,3,22,22,13,11
33,Yes,Travel_Frequently,Sales,17,3,Technical Degree,3,Male,3,2,Manufacturing Director,4,Married,12894,6,Yes,21,4,3,0,7,4,2,31,30,14,9
50,No,Travel_Rarely,Sales,5,2,Medical,2,Male,1,2,Manufacturing Director,4,Divorced,3356,1,No,20,4,1,0,24,2,4,9,8,9,11
26,No,Travel_Rarely,Research & Development,25,4,Medical,2,Male,1,4,Manager,3,Married,5790,5,No,24,3,2,3,17,3,3,9,8,1,8
23,No,Travel_Rarely,Research & Development,18,1,Marketing,4,Female,3,3,Human Resources,1,Married,17690,5,No,24,3,4,1,17,4,2,35,31,8,7
33,No,Travel_Rarely,Research & Development,28,3,Medical,1,Male,3,1,Sales Representative,2,Married,11181,1,No,13,3,3,1,9,5,3,7,5,0,1
46,Yes,Travel_Rarely,Research & Development,23,5,Human Resources,4,Female,1,1,Research Scientist,2,Single,8057,3,No,19,3,1,2,6,3,4,19,19,10,6
20,Yes,Travel_Frequently,Research & Development,21,2,Human Resources,2,Male,4,1,Manager,2,Divorced,17082,7,No,19,3,2,0,13,0,4,31,30,8,3
37,Yes,Travel_Frequently,Research & Development,18,3,Marketing,4,Male,1,4,Healthcare Representative,1,Married,1661,7,No,24,3,4,3,14,5,1,13,9,6,7
53,No,Travel_Rarely,Sales,8,5,Life Sciences,4,Male,3,4,Manager,3,Divorced,5644,7,No,21,3,3,3,15,2,3,27,23,10,12
36,No,Travel_Rarely,Human Resources,27,1,Medical,2,Male,4,5,Research Director,2,Divorced,16711,7,No,19,3,4,1,1,1,3,23,22,12,2
43,Yes,Travel_Rarely,Research & Development,15,1,Technical Degree,3,Male,2,4,Research Director,1,Married,3920,0,Yes,17,3,3,0,29,5,2,14,11,9,4
20,No,Travel_Rarely,Sales,13,2,Marketing,2,Female,1,1,Laboratory Technician,4,Divorced,17002,1,Yes,14,3,1,3,29,0,3,21,18,1,7
36,No,Travel_Rarely,Research & Development,13,5,Medical,3,Female,3,5,Human Resources,2,Divorced,15025,3,No,11,3,4,2,17,5,1,29,26,13,1
37,No,Travel_Frequently,Research & Development,16,4,Life Sciences,2,Female,2,3,Manager,2,Married,9946,8,No,13,3,2,0,30,3,4,3,2,5,9
49,No,Travel_Rarely,Sales,22,1,Technical Degree,2,Female,1,2,Sales Representative,3,Married,13732,2,No,24,3,2,0,12,3,4,12,8,7,15
24,Yes,Travel_Frequently,Research & Development,20,4,Technical Degree,2,Female,1,2,Human Resources,2,Married,7236,5,Yes,18,3,3,0,19,0,1,22,18,14,3
58,No,Travel_Frequently,Research & Development,13,4,Life Sciences,1,Female,4,5,Sales Representative,2,Single,17309,6,No,14,3,2,3,34,3,3,7,7,1,13
50,No,Travel_Frequently,Sales,20,3,Medical,3,Male,3,3,Human Resources,4,Married,14518,7,No,20,3,4,1,22,5,3,17,14,14,2
57,No,Travel_Rarely,Research & Development,2,3,Other,1,Female,2,2,Sales Executive,1,Single,1352,6,No,20,3,1,1,32,1,1,11,10,4,9
56,No,Travel_Rarely,Research & Development,3,1,Medical,2,Male,1,5,Sales Executive,1,Married,8005,2,No,12,3,3,2,37,5,2,30,30,12,12
35,No,Travel_Rarely,Research & Development,15,4,Marketing,4,Male,4,4,Laboratory Technician,3,Divorced,15036,5,No,24,3,4,3,34,1,4,13,9,11,4
57,No,Travel_Rarely,Sales,23,3,Marketing,1,Female,2,1,Human Resources,4,Single,17542,4,No,18,3,3,0,35,3,1,33,33,10,16
18,Yes,Travel_Rarely,Research & Development,19,5,Medical,3,Female,2,3,Sales Executive,1,Married,1956,9,No,17,3,1,2,19,5,1,17,14,5,16
28,No,Travel_Frequently,Research & Development,13,5,Human Resources,2,Male,1,2,Sales Executive,4,Single,3071,3,Yes,21,3,3,2,2,3,3,33,31,2,10
45,No,Non-Travel,Research & Development,5,5,Marketing,1,Male,2,1,Healthcare Representative,1,Married,9595,0,No,20,3,2,1,7,1,4,10,7,13,17
42,No,Travel_Frequently,Human Resources,26,5,Other,4,Male,1,5,Research Director,4,Married,16140,6,No,19,3,2,0,39,3,3,11,8,11,16
40,No,Travel_Rarely,Research & Development,22,4,Human Resources,1,Male,4,2,Research Scientist,3,Single,13803,7,No,12,3,3,0,31,4,1,14,13,1,10
48,No,Travel_Rarely,Sales,6,5,Other,3,Male,4,1,Manufacturing Director,2,Married,4453,1,Yes,15,4,1,3,28,2,2,30,28,14,14
47,No,Travel_Rarely,Sales,14,4,Technical Degree,1,Female,2,4,Manager,3,Divorced,7675,6,No,16,3,1,3,6,5,4,28,26,10,7
59,Yes,Travel_Rarely,Research & Development,4,1,Marketing,4,Male,1,3,Sales Executive,1,Married,1955,5,No,23,3,2,3,1,4,1,25,23,5,11
52,No,Travel_Frequently,Research & Development,22,1,Human Resources,4,Male,3,5,Manufacturing Director,3,Married,7295,4,Yes,12,3,1,2,20,3,1,17,13,2,16
24,Yes,Travel_Rarely,Human Resources,19,5,Medical,3,Female,4,2,Manufacturing Director,2,Married,16921,3,No,12,3,3,0,5,3,2,31,31,1,4
33,No,Travel_Rarely,Research & Development,23,5,Human Resources,4,Male,1,4,Human Resources,3,Single,19096,1,No,23,4,4,1,27,2,1,21,17,14,3
43,Yes,Travel_Frequently,Research & Development,7,5,Technical Degree,2,Female,1,3,Human Resources,1,Divorced,16282,9,No,24,3,3,2,35,3,1,37,35,0,10
19,No,Travel_Rarely,Sales,4,1,Other,4,Male,1,3,Manager,1,Married,5703,5,No,24,3,2,2,31,2,4,16,15,13,7
18,No,Non-Travel,Research & Development,2,3,Technical Degree,2,Female,2,4,Research Director,3,Married,7563,4,Yes,20,3,2,1,8,5,4,22,19,7,15
29,No,Travel_Rarely,Sales,27,1,Life Sciences,1,Male,3,2,Manufacturing Director,2,Single,13003,1,No,24,3,2,1,10,1,4,23,20,0,15
22,Yes,Travel_Frequently,Sales,7,5,Marketing,2,Male,2,3,Research Director,3,Married,11817,9,Yes,14,3,1,3,22,2,3,7,3,11,2
54,No,Travel_Rarely,Research & Development,3,3,Medical,2,Male,4,5,Laboratory Technician,2,Married,12171,6,No,18,3,3,1,10,2,2,5,1,14,11
49,No,Travel_Rarely,Research & Development,15,3,Other,1,Female,2,1,Research Scientist,4,Married,13582,5,No,24,3,4,1,1,4,4,4,3,4,12
26,No,Travel_Rarely,Sales,1,2,Technical Degree,4,Male,1,5,Manager,2,Married,13201,8,No,23,3,3,1,2,3,3,28,25,10,0
58,No,Travel_Rarely,Research & Development,2,4,Medical,2,Male,2,3,Healthcare Representative,4,Divorced,18778,9,Yes,21,3,4,1,10,5,3,27,23,5,3
52,No,Travel_Frequently,Sales,10,5,Marketing,4,Female,1,1,Research Director,3,Married,13473,4,No,15,3,3,3,34,1,2,10,10,10,5
36,No,Travel_Rarely,Research & Development,16,4,Medical,1,Male,3,4,Sales Executive,2,Married,10461,8,No,19,3,2,2,14,0,2,0,0,11,4
33,No,Non-Travel,Sales,25,2,Marketing,3,Female,2,1,Laboratory Technician,4,Divorced,16596,8,No,14,3,4,0,10,2,1,18,14,11,4
20,No,Travel_Frequently,Research & Development,28,4,Marketing,4,Female,2,1,Sales Representative,4,Divorced,1529,0,No,13,3,3,0,30,0,3,8,6,2,9
37,No,Travel_Rarely,Research & Development,15,5,Marketing,4,Female,2,1,Manufacturing Director,4,Married,13765,4,No,20,3,1,2,27,3,4,26,26,13,17
41,No,Travel_Rarely,Research & Development,24,2,Technical Degree,3,Female,1,3,Healthcare Representative,1,Married,14910,8,No,18,3,1,0,27,2,2,33,33,6,1
50,No,Travel_Rarely,Sales,15,4,Marketing,3,Male,1,2,Research Director,3,Single,12561,6,No,11,4,3,0,31,0,3,3,2,1,15
41,No,Travel_Rarely,Sales,14,1,Medical,1,Female,2,3,Sales Executive,4,Single,10131,5,Yes,19,3,2,2,24,4,4,35,33,6,14
28,No,Travel_Rarely,Research & Development,22,3,Life Sciences,4,Female,2,2,Sales Executive,2,Married,1525,5,Yes,14,3,4,0,19,0,3,17,17,1,4
25,No,Travel_Rarely,Research & Development,14,2,Medical,4,Male,3,4,Sales Representative,4,Married,17385,6,No,21,3,3,0,27,4,2,14,12,4,8
53,No,Travel_Rarely,Sales,6,1,Technical Degree,1,Male,3,4,Human Resources,1,Single,1374,0,No,19,3,1,2,24,1,1,12,10,6,4
55,No,Travel_Rarely,Research & Development,14,5,Marketing,4,Male,4,4,Manufacturing Director,3,Married,13197,3,No,18,3,4,0,10,3,3,18,15,10,4
57,No,Travel_Rarely,Research & Development,17,3,Life Sciences,2,Male,3,4,Research Director,1,Divorced,5648,0,No,13,3,1,1,18,5,4,5,5,10,8
37,No,Non-Travel,Research & Development,18,2,Technical Degree,2,Female,3,4,Sales Representative,1,Divorced,3365,5,Yes,13,3,1,2,27,0,2,11,8,13,8
52,No,Travel_Rarely,Sales,20,3,Other,2,Female,3,5,Research Scientist,1,Married,18909,3,No,24,3,3,3,0,2,1,36,32,2,1
42,No,Travel_Frequently,Research & Development,19,2,Other,4,Female,1,3,Healthcare Representative,2,Married,2646,0,Yes,19,3,1,0,4,3,4,16,12,13,6
52,No,Travel_Rarely,Research & Development,17,2,Other,2,Male,3,2,Human Resources,3,Single,1013,8,Yes,13,3,4,3,9,0,4,22,19,10,0
42,No,Travel_Rarely,Sales,16,4,Life Sciences,2,Male,3,4,Human Resources,3,Divorced,5599,3,No,14,3,2,0,33,2,4,25,21,3,1
46,No,Travel_Frequently,Research & Development,8,3,Medical,1,Female,2,5,Laboratory Technician,2,Divorced,3278,5,Yes,19,3,3,1,35,2,3,28,25,0,11
35,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,1,5,Laboratory Technician,3,Divorced,15296,6,No,22,3,4,2,1,5,2,32,31,2,5
35,Yes,Travel_Rarely,Human Resources,20,1,Life Sciences,3,Female,4,5,Research Scientist,1,Married,4155,7,Yes,14,3,3,3,17,5,4,26,24,8,15
19,No,Travel_Rarely,Research & Development,28,5,Life Sciences,3,Female,4,3,Sales Representative,3,Single,9321,8,No,21,3,1,2,12,2,3,24,23,9,3
52,No,Travel_Rarely,Sales,12,1,Other,3,Female,3,4,Manager,2,Married,4814,8,No,13,3,1,3,4,5,2,9,9,4,17
33,No,Travel_Rarely,Research & Development,9,4,Human Resources,3,Male,4,5,Healthcare Representative,1,Married,14125,7,Yes,24,4,4,0,19,2,2,22,21,14,4
58,No,Travel_Rarely,Sales,27,2,Medical,1,Male,4,5,Sales Representative,2,Divorced,4216,9,No,17,3,4,1,1,0,3,20,19,14,17
53,No,Travel_Rarely,Sales,14,4,Human Resources,1,Male,4,4,Manufacturing Director,4,Single,3113,2,No,16,3,2,3,10,1,3,20,16,7,5
50,No,Travel_Frequently,Research & Development,20,4,Human Resources,1,Male,3,3,Healthcare Representative,1,Married,11238,1,No,11,3,4,3,29,5,4,12,9,1,13
21,Yes,Travel_Frequently,Research & Development,1,1,Life Sciences,2,Female,4,5,Human Resources,1,Single,14760,4,Yes,24,3,4,1,31,4,2,36,36,2,16
50,No,Travel_Rarely,Research & Development,10,2,Medical,2,Male,3,2,Human Resources,3,Married,13588,0,No,20,3,3,1,31,4,1,32,28,6,17
31,No,Travel_Rarely,Sales,17,5,Human Resources,3,Male,2,1,Manufacturing Director,1,Divorced,4374,2,No,18,3,1,1,37,4,3,23,23,13,9
38,No,Travel_Rarely,Research & Development,17,4,Marketing,2,Female,2,1,Manager,2,Married,7430,0,No,11,3,4,1,27,1,2,10,8,9,17
37,No,Travel_Frequently,Sales,17,5,Life Sciences,4,Male,4,1,Research Scientist,3,Divorced,12970,2,No,14,3,2,1,9,2,2,16,13,3,3
25,No,Travel_Rarely,Sales,4,2,Life Sciences,1,Female,2,3,Laboratory Technician,4,Married,1629,3,No,16,4,4,2,21,2,4,3,0,8,14
24,No,Travel_Rarely,Research & Development,17,2,Life Sciences,3,Male,3,5,Human Resources,2,Single,17653,6,No,16,3,1,0,16,3,1,24,23,13,5
20,No,Travel_Rarely,Research & Development,18,1,Marketing,3,Female,2,1,Manager,4,Married,11831,4,No,17,3,4,0,21,4,4,29,27,6,5
34,No,Travel_Frequently,Sales,20,3,Marketing,4,Female,4,1,Research Director,4,Divorced,6724,4,No,24,3,3,3,18,4,1,8,7,13,2
50,No,Travel_Rarely,Sales,23,1,Other,2,Female,3,4,Healthcare Representative,4,Single,12083,0,No,21,3,1,1,16,2,1,20,20,10,8
29,No,Travel_Rarely,Sales,2,5,Technical Degree,3,Male,1,5,Research Scientist,1,Single,14149,7,No,22,3,4,2,23,4,3,19,17,11,10
39,No,Travel_Rarely,Research & Development,8,1,Medical,2,Male,3,5,Sales Representative,2,Married,10472,3,No,24,3,3,2,35,2,2,18,14,0,4
39,No,Travel_Rarely,Research & Development,13,2,Technical Degree,2,Female,2,4,Manager,2,Married,7276,9,No,15,3,1,3,31,2,2,18,17,3,13
47,Yes,Travel_Rarely,Sales,23,4,Life Sciences,4,Female,1,5,Research Scientist,1,Married,16635,4,Yes,15,4,4,1,35,5,2,11,10,9,1
55,Yes,Travel_Rarely,Research & Development,25,3,Human Resources,3,Female,3,2,Manager,3,Married,6895,1,No,14,3,3,0,27,2,1,36,36,10,7
55,No,Travel_Frequently,Sales,22,2,Life Sciences,2,Male,1,3,Research Director,4,Divorced,14994,0,No,16,3,2,1,13,0,2,16,16,5,12
25,No,Travel_Rarely,Sales,20,4,Human Resources,2,Male,1,4,Sales Executive,2,Married,11552,8,No,17,3,3,2,35,0,3,36,33,5,4
44,No,Travel_Rarely,Research & Development,22,5,Other,4,Female,1,1,Manufacturing Director,1,Single,17959,1,No,20,3,2,1,5,0,1,38,35,9,14
44,No,Travel_Rarely,Research & Development,15,5,Technical Degree,4,Male,3,5,Sales Executive,4,Married,7099,5,No,20,3,4,0,8,0,1,27,27,5,3
51,No,Travel_Rarely,Sales,20,5,Life Sciences,2,Male,2,2,Research Scientist,3,Divorced,10499,0,No,11,3,3,0,20,1,1,34,31,4,3
38,No,Travel_Rarely,Sales,23,1,Technical Degree,4,Male,3,2,Sales Executive,3,Divorced,4178,0,Yes,19,3,2,3,11,3,1,17,16,2,17
47,No,Travel_Rarely,Sales,9,5,Other,2,Female,2,3,Manager,4,Married,7116,8,No,24,3,1,2,29,3,3,13,13,1,8
50,No,Travel_Rarely,Research & Development,3,5,Technical Degree,3,Male,3,2,Manager,3,Single,16563,3,No,18,4,3,1,30,2,2,34,32,2,14
45,No,Travel_Rarely,Sales,3,1,Human Resources,1,Male,3,5,Sales Executive,2,Divorced,4568,8,No,17,3,4,1,39,4,3,6,6,8,11
50,No,Travel_Frequently,Research & Development,2,4,Medical,4,Male,3,5,Manufacturing Director,2,Married,10847,4,No,19,3,1,3,3,0,2,12,8,2,3
22,No,Travel_Rarely,Research & Development,1,2,Other,1,Male,2,2,Manufacturing Director,2,Married,15135,6,No,13,3,2,3,30,3,3,17,13,2,2
36,No,Non-Travel,Sales,14,3,Technical Degree,2,Female,3,5,Research Director,3,Single,19587,0,No,20,3,3,3,26,3,4,36,36,0,4
21,No,Travel_Rarely,Research & Development,17,5,Life Sciences,2,Male,1,5,Manager,2,Married,18774,5,Yes,14,3,3,2,24,0,4,12,10,1,16
52,No,Travel_Rarely,Sales,13,5,Marketing,2,Male,3,1,Research Scientist,1,Single,2742,7,Yes,17,3,4,1,4,1,4,35,35,10,4
34,No,Travel_Rarely,Research & Development,19,5,Marketing,1,Male,1,4,Healthcare Representative,2,Single,19309,0,Yes,16,4,1,3,5,1,4,30,28,11,3
45,Yes,Travel_Rarely,Research & Development,23,1,Other,2,Male,4,5,Manufacturing Director,2,Married,1619,8,No,24,4,3,2,4,3,1,1,0,2,6
47,No,Travel_Rarely,Research & Development,15,1,Marketing,4,Male,4,5,Manufacturing Director,3,Married,18658,2,No,23,3,3,1,26,1,1,15,14,1,6
46,No,Non-Travel,Sales,27,1,Medical,3,Female,2,3,Research Director,2,Married,18340,0,No,12,3,1,0,7,5,3,8,6,7,6
23,No,Travel_Rarely,Research & Development,25,3,Other,3,Female,2,4,Healthcare Representative,4,Married,2939,0,No,12,3,3,3,8,0,3,8,5,5,16
52,Yes,Travel_Rarely,Sales,14,2,Life Sciences,4,Male,4,4,Laboratory Technician,1,Single,17001,5,No,20,3,1,2,14,3,4,37,36,6,14
58,No,Travel_Frequently,Human Resources,2,5,Life Sciences,3,Male,3,4,Manufacturing Director,3,Single,1968,5,No,17,3,1,1,35,0,2,10,6,0,6
54,No,Travel_Rarely,Research & Development,7,4,Other,1,Male,3,2,Sales Executive,1,Single,15846,0,No,19,3,1,1,6,1,4,21,21,5,14
41,No,Non-Travel,Research & Development,17,5,Marketing,2,Female,3,1,Manager,4,Married,1281,2,No,21,3,4,3,31,0,3,32,29,1,3
46,Yes,Travel_Rarely,Research & Development,18,5,Marketing,2,Male,4,1,Manufacturing Director,3,Single,16360,6,No,22,4,1,3,7,1,4,35,31,12,1
48,No,Travel_Rarely,Research & Development,6,5,Life Sciences,2,Male,1,3,Manager,3,Single,7262,9,No,19,3,1,1,14,1,3,22,22,14,12
52,No,Travel_Rarely,Research & Development,27,5,Medical,1,Female,2,4,Research Scientist,2,Married,2058,2,Yes,17,3,2,2,36,0,4,33,29,5,11
50,No,Travel_Rarely,Research & Development,21,2,Human Resources,1,Male,1,4,Healthcare Representative,1,Single,11724,2,No,21,3,2,0,18,1,2,8,5,2,9
38,No,Travel_Rarely,Research & Development,8,4,Marketing,1,Male,4,5,Human Resources,4,Single,6178,2,Yes,18,3,4,1,38,5,4,23,21,6,14
49,No,Travel_Rarely,Research & Development,28,1,Medical,4,Male,1,2,Research Director,4,Divorced,7980,6,No,20,3,1,2,5,2,2,7,7,2,16
40,No,Travel_Rarely,Research & Development,27,4,Marketing,1,Male,3,2,Laboratory Technician,3,Married,10200,3,No,13,3,2,3,18,0,2,6,2,8,5
50,Yes,Travel_Rarely,Sales,2,5,Human Resources,3,Female,3,3,Sales Executive,2,Divorced,2229,3,No,11,3,2,1,27,2,3,35,31,2,4
20,No,Travel_Rarely,Sales,1,4,Other,4,Female,1,1,Laboratory Technician,3,Married,9467,2,Yes,17,3,3,3,16,0,2,17,14,6,12
35,No,Travel_Rarely,Research & Development,16,5,Technical Degree,4,Male,4,4,Research Director,3,Divorced,3289,9,No,18,3,1,0,18,1,1,2,0,11,13
42,No,Travel_Rarely,Research & Development,7,4,Life Sciences,4,Male,1,3,Laboratory Technician,3,Single,2239,8,Yes,12,3,2,3,30,1,1,27,24,3,13
59,No,Travel_Rarely,Research & Development,22,3,Other,1,Male,3,2,Healthcare Representative,3,Married,6370,1,No,19,3,4,0,10,3,1,5,3,7,14
48,No,Travel_Rarely,Sales,24,4,Marketing,4,Male,3,2,Research Scientist,4,Married,17170,3,Yes,14,3,3,3,14,5,3,20,19,13,15
20,No,Travel_Frequently,Research & Development,11,1,Human Resources,1,Male,4,2,Sales Executive,4,Divorced,1125,7,No,20,3,3,3,9,3,1,27,23,1,9
57,No,Travel_Rarely,Sales,15,1,Life Sciences,1,Female,1,4,Healthcare Representative,3,Married,13504,5,No,21,3,1,0,22,2,3,39,37,7,0
41,No,Travel_Rarely,Research & Development,13,4,Technical Degree,4,Male,3,4,Healthcare Representative,3,Divorced,16398,6,No,19,3,1,3,2,1,3,0,0,8,10
49,Yes,Non-Travel,Research & Development,24,4,Technical Degree,2,Male,3,4,Manager,2,Married,7638,6,Yes,23,3,3,2,2,3,1,35,33,12,6
39,Yes,Travel_Rarely,Sales,2,2,Human Resources,2,Male,1,5,Research Scientist,3,Married,7570,1,Yes,13,4,4,3,17,1,2,20,20,7,16
40,No,Travel_Frequently,Research & Development,14,4,Human Resources,4,Male,1,1,Human Resources,4,Divorced,4249,3,No,18,4,1,1,24,0,4,34,33,5,3
19,No,Travel_Rarely,Research & Development,24,1,Marketing,2,Male,2,2,Research Scientist,1,Divorced,10110,9,No,21,3,1,3,19,3,3,12,8,9,6
44,Yes,Non-Travel,Research & Development,6,3,Life Sciences,3,Male,4,2,Research Scientist,4,Married,8595,9,No,12,3,3,2,28,2,1,9,6,0,2
59,No,Travel_Rarely,Sales,9,1,Marketing,3,Female,4,5,Healthcare Representative,2,Single,14605,5,Yes,24,3,3,1,21,3,3,9,8,6,13
19,No,Travel_Rarely,Sales,28,2,Technical Degree,1,Male,1,2,Human Resources,4,Single,13115,2,No,13,4,1,2,14,1,2,12,8,0,17
